GroupID,Count,Records
434,1,"connor hampton-smith (clancy street, clare, 2111)"
435,5,"nan morrison (quinlivan crescent, caulfield north, 4120) | grace morrison (quinlivan crescent, caulfield north, 4120) | morrison grace (quinlivan crescent, caulfield north, 4120) | grace morrison (quinlivan crescent, caulfield north, 4102) | gracr morrison (quinlivan crescent, caulfield north, 4120)"
436,3,"amber held (lampard circuit, golden bay, 2447) | nan held (lampard circuit, golden bay, 2447) | sarsha held (lampard circuit, golden bay, 2447)"
437,4,"henry bloomfied (mcdougall street, rosebud, 4563) | henry bloomfeld (mcdougall street, rosebud, 4563) | henry bloomfield (mcdougall street, rosebud, 4563) | henry bloomfield (mcdougall wtreet, rosegud, 4563)"
438,3,"ellen dixon (litchfield place, millkpark, 4053) | ellen dixon (litchfield place, mill prak, 4051) | ellen dixon (litchfield place, mill park, 4053)"
439,4,"bailee bevis (fitzsimmlns street, rochester, 2620) | bailee bevis (fitzsimm osns street, rochester, 2620) | bailee bevsi (fitzsimmons street, rochester, 2620) | bailee bevis (fitzsimmons street, rochester, 2620)"
440,4,"blake thiessen (kilburn close, sandfly, 2573) | blake thiesseh (kilburn close, sandfly, 2576) | blake thiessen (kilburn close, sanufly, 4807) | blake thiessen (kilburn close, sandfly, 2576)"
441,3,"nguyen daniel (castletoncrescent, st johns park, 5175) | daniel nguyew (castleton crescent, st johs park, 5157) | daniel nguyen (castleton crescent, st johns park, 5157)"
442,3,"emma papp-horvath (appel crescent, allambie, 2222) | papp-horvath emma (appel rescent, allamie, 2222) | emm papp-horfvath (appel crescent, allambie, 2222)"
443,3,"noah welelr (swanto n street, valentine, 7305) | noah weller (swanton street, valentine, 7307) | noah weller (swanton street, valentine, 7305)"
444,4,"jacob ryan (davidsonstreet, brisbane, 6167) | jacob ryan (davidson wtreet, brisbane, 6167) | jacob ryan (davidson street, brisbane, 6197) | jacob ryan (davidson street, brisbane, 6167)"
445,1,"oliver mugo (peat place, frankston, 4518)"
446,5,"nan clarke (merfield place, bull creek, 2830) | nan clarke (merfieldplace, bull creek, 2830) | nan clarek (merfield place, bull creek, 2830) | nan clarke (merfield place, bull creek, 2830) | nan clyarje (merfieldplace, bul lcreek, 2803)"
447,1,"hope george (leahy close, nanneella, 6503)"
448,3,"amy allard (follett street, penshurst, 2121) | allard amy (follett street, wilson, 2121) | amy allard (follett street, penshrst, 2121)"
449,3,"caitlin gallirhir (lanley square, rochedale south, 2790) | caitlin gallerhir (lanley square, rochedale south, 2790) | caitlin gallirhir (lanley square, rochedale south, 2790)"
450,5,"andrew gilbertson (anembo street, nedlands, 4702) | andrew gilbertson (anembo street, nedlands, 4702) | andrew nan (anembo street, nedlands, 4702) | andrew radic (anembo street, nedlands, 4702) | gilbertson andrew (anembo s treet, nedlands, 4702)"
451,1,"samantha rees (oman place, parmelia, 384)"
452,1,"thomas simmonds (nan, berrimah, 3136)"
453,1,"madison everett (nan, elizabeth vale, 2040)"
454,1,"nan glaws (sculptor street, hahndorf, 2581)"
455,4,"frahn lauren (solomon crescent, leichhardt, 2570) | lauren frahn (solomon crescent, leichhardt, 2570) | lauren frahn (solomon crescent, leichhardt, 2570) | lauren frahn (solomon crescent, leichhardt, 2507)"
456,1,"john hamblin (claymore springs, woy woy, 6758)"
457,1,"rosie coleman (lyttleton crescent, plumpton, 4610)"
458,1,"jared tiller (anthony rolfe street, oatlands, 2630)"
459,2,"hannagan mikhayla (rupp lace, penshurst, 2283) | mikhayla hannagan (rupp place, penshurst, 2257)"
460,1,"zachsry hoep (costello circuit, mosman, 2280)"
461,1,"jayden white (schwarz place, lower templestowe, 4650)"
462,4,"benedict coleman (summerville crescent, avondale heights, 4560) | benedit coleman (summerville crescent, avondale heights, 4560) | jordn yn coleman (summerville crescent, avondale heights, 4560) | benedict coleman (summerville crescent, avondale heights, 4560)"
463,1,"blake coulson (macedonc rescent, springwwod, 5125)"
464,2,"cassandra leonardi (clarkson street, ringwood, 2281) | cassandra leoanrdi (clarkson street, ringwood, 2281)"
465,1,"meg lowry (elvire place, kangaroo flat, 4568)"
466,2,"cameron clarke (fihelly street, nan, 2100) | camefon clarke (fihelly street, nan, 2200)"
467,4,"xavier david (mcluckie crescent, murdoch, 3143) | xavier david (mcluckie qcrescent, murdoch, 3143) | xavier david (mcluckie crescent, murdoch, 3143) | michsel david (mcluckie crescent, murdoch, 3143)"
468,2,"joshua mayman (pike place, moorooka, 2803) | joshua mayman (pike place, moorooka, 2830)"
469,4,"james vincent (cumpston place, capertee, 3350) | james pasoce (cumpston place, capertee, 3350) | james vincent (cumpston place, capertee, 3530) | james vincent (cumpston yplace, capertee, 3530)"
470,1,"sophie lovelock (centaurus street, pitt town, 3180)"
471,1,"seanna ebhrt (brewster place, frankston, 4507)"
472,1,"louis walpole (stretton crescent, campbelltown, 5084)"
473,1,"masvn caitlin (oakey creek road, nan, 3036)"
474,1,"jakob newey (leven street, nan, 5026)"
475,1,"finn hope (mather street, lakes entrance, 5700)"
476,1,"ellorah baillie (gascoyne circuit, nan, 2289)"
477,3,"harry peachey (george street, huonbrook, 3194) | harryk peachey (george street, huonbrook, 3194) | harry peacehy (george street, huonbrook, 3914)"
478,2,"matthew sunderland (max henry crescent, banks, 4152) | matthew sunderland (max henry crescent, banks, 4152)"
479,2,"michael liersch (hallstrom circuit, northampton, 4405) | liersch michael (hallstrom circuit, northampton, 4405)"
480,1,"harvey shepherdson (lumholtz place, roleystone, 6430)"
481,3,"nicolle heath (bennelong crescent, page, 650) | heath nicoloe (bennelong cfescent, pagr, 850) | heath nicolle (bennelong crescent, page, 850)"
482,1,"molly schumann (doonkuna street, cleveland, 6066)"
483,1,"levi pegg (edmondson street, kiara, 2258)"
484,1,"katie mort (macquarie street, paradise waters, 3130)"
485,5,"melinda sandman (nona place, east hills, 4065) | nan sandman (nona place, east hills, 4065) | melknda sandman (nona place, east hills, 4065) | melinda sandman (nona place, east hills, 4065) | melinda sandmun (nona place, east hills, 4065)"
486,2,"lily hoang (harpur street, camden, 2444) | lily hoang (harpur s treet, camden, 2444)"
487,1,"nan hyland (carter crescent, lower templestowe, 4014)"
488,2,"jean-claude white (noel ryan garden, glengowrie, 7018) | jean-lcaude white (noelryan garden, glengowrie, 7018)"
489,4,"ashlie mason (sinclairs treet, flagstaff hill, 3206) | ashlie mason (sinclair street, flagstaff hill, 3201) | ashlie mason (sinclair street, flagstaff hill, 3201) | ashlie mason (sinclair street, flagstaff hill, 3201)"
490,2,"teaha thopre (buvelot street, moonah west, 7320) | teaha thorpe (buvelot street, moonah west, 7320)"
491,1,"natassia blake (kathner street, batemans bay, 7004)"
492,4,"alisa marous (algan shreet, ballina, 3274) | alisa marous (algan street, ballina, 3274) | alisa marous (algan street, bal lina, 3274) | alisa marous (algan street, ballina, 3274)"
493,1,"liam krasioukova (ebenezer street, malvern, 4034)"
494,1,"takeisha freeborn (suttor street, wentworth falls, 4615)"
495,1,"dean hilton (mannheim street, devonport, 2286)"
496,2,"thomas collier (glynn street, eden, 2617) | elana collier (glynn street, eden, 2617)"
497,1,"jordan green (gamburra street, eden hills, 6055)"
498,4,"brooke ryan (hodgson crescent, cromebr, 3055) | brooke ryan (hodgson crescent, sale, 3055) | brooke ryan (hodgson crescent, sale, 3055) | brooke ryan (hodgson crescent, sale, 3055)"
499,1,"tate broaby (davies place, colonel ligjt gardens, 2226)"
500,2,"larsisa bradshaw (blamey crescent, dulwich hill, 2153) | larissa bradshaw (blamey crescent, dulwich hill, 2153)"
501,5,"cameron bisohp (chillagoestreet, numeralla, 6152) | cameron bishop (chillago e street, numeralla, 6152) | cameron bishop (chillagoe street, numeralla, 6152) | camerln bishop (chillagoe street, numeralla, 6153) | cameron bisho (chillagoe street, numeralla, 6152)"
502,5,"james warneke (namadgi circuit, dalby, 3000) | james warneke (namadgi ccircuit, dalby, 3000) | andrew warneke (namadgi circuit, dalby, 3000) | jamse warneke (namadgi circuit, dalgy, 3000) | james warneke (namadgi circuit, dalby, 3000)"
503,1,"sophie nguyen (belmore garden, cooran, 6083)"
504,1,"caitlin quill (mount vernon drive, plumpton, 2705)"
505,2,"freya harslett (lilley street, toormina, 2615) | harslett freya (lilley street, toormna, 2615)"
506,1,"samuel green (blackman crescent, ormond, 810)"
507,4,"kimberly pavli (pennefathr street, north sydney, 3057) | kimberly pavli (pennefather street, north sydney, 3056) | kimberly pavli (pennefather street, north sycney, 3056) | kimberly pavli (pennefather street, north sydney, 3056)"
508,1,"xavier white (o'hagan street, mill park, 2232)"
509,2,"victora dixon (cooney court, hackh am, 3156) | victoria dixon (cooney court, hackham, 3165)"
510,1,"matilda fokeas (wallaroo road, wantirna, 3028)"
511,1,"alexandra ferris (gledden street, tatura, 3658)"
512,4,"nathan daehn (sternberg rescent, adamstgwn, 2617) | nathan daehn (sternberg crescent, adamstown, 2617) | nathan daehn (sternberg wcrescent, adamstown, 2671) | nathan daehn (sternberg crescent, adamstown, 2617)"
513,4,"maliah rickett (sinclair street, salisbury east, 3070) | mauiah rickett (sinclairstreet, salisbury east, 3070) | maliah rickett (sinclaircstreet, salisbury east, 3070) | maliah rickett (sinclair street, salisbury east, 3070)"
514,1,"liam campbell (solomon crescent, bangor, 3073)"
515,3,"jaems mccarthy (tillyard drive, nan, 5268) | james mccarthy (tillyard drive, nan, 5268) | jamrs mccarty (tillyard gdrive, nan, 5268)"
516,2,"rosie reid (nan, bayswate rnorth, 3128) | broc reid (nan, bayswaterunorth, 3128)"
517,2,"katez wheatley (tanderrz crescent, forest hill, 2472) | kate wheatley (tanderra crescent, forest hill, 2472)"
518,1,"blake seppelt (dobell circuit, crookwell, 3108)"
519,2,"thomas alagich (crago place, toorak, 2316) | thomas alagich (crago place, toorak, 3216)"
520,2,"finey vincent (galway place, nan, 2420) | finley vincent (galway place, nan, 2420)"
521,1,"holly lock (charteris crescent, bateman, 2151)"
522,1,"bailee crouc (tompsitytbcourt, wamberal, 4405)"
523,3,"mitchell boyld (crozier circuit, spearwood, 2640) | mitchell boyle (crozier circuit, spearwood, 2640) | mitchell boyleg (crozier circuit, spearwood, 2640)"
524,2,"lauern paine (mcvey olace, helidon, 2463) | lauren paine (mcveyplace, helidon, 2463)"
525,3,"tayla green (kambalda crescent, bonville, 2905) | tayla green (kambalda crescent, bonville, 2905) | tayla greecn (kambalda crescent, bonville, 2905)"
526,4,"laurdn crea (city walk, athol rpark, 3081) | lauren crea (city walk, athol park, 3081) | lauren crea (cith walk, athol park, 3081) | lauren crea (city walk, athol park, 3081)"
527,1,"alexander ryan (dallasplace, surfers paradise, 2570)"
528,3,"indiana ryan (brimage place, kangaroo flat, 3193) | ryan indiana (brimage place, kangaroo flat, 3193) | ryan indiana (brimage place, kangarol flat, 3191)"
529,2,"samuel stephenson (hirschfeld crescent, north ryde, 4425) | samuel stephenson (hirschfeld crescent, north ryde, 4426)"
530,3,"jack facci (packerstreet, belrose, 3086) | jack facci (packer street, belrose, 3806) | jack facci (packer street, belrose, 3806)"
531,1,"jessica smallacombe (eve place, lower chittering, 5540)"
532,2,"elizabeeth bartel (garrad court, broken hill, 2449) | elizabeth bartel (garrad court, broken hill, 2449)"
533,1,"matilda kovacic (hawker street, kangaroo flat, 2611)"
534,6,"emiily skeen (belconnen way, templrs, 2133) | emiily skene (belconnen way, templars, 2133) | emiily skeen (belconnen way, templars, 2133) | emiily skeen (belconnen way, templars, 2133) | emiily skeen (belconnen way, templars, 2133) | emiily skeen (belconnein way, templars, 2133)"
535,3,"lowe ebony (fox place, gerogery, 4702) | lowe harley (fox place, gerogery, 4702) | harley lowe (fox place, gerogery, 4702)"
536,2,"michael laveryy (lenehan street, suffolk park, 2208) | michael laverty (lenehan street, suffolk park, 2208)"
537,1,"amy fatale (diamond street, eastwood, 2060)"
538,3,"hugo manson (cox street, mount eliza, 2530) | hugo manson (cox street, mount eligza, 2530) | hugo manson (cox street, mount eliza, 2530)"
539,1,"nicole bridgeland (mctaggart crescent, hamilton, 6069)"
540,1,"nan prise (banks xtreet, malverneast, 4579)"
541,3,"jacob stoneman (balsillie crescent, bilbul, 4226) | jecob stoneman (balsillie crescent, bilbul, 4226) | jacob stoneman (balsillie crescent, bilbul, 4226)"
542,2,"brodir coulgson (kirwan circuit, monto, 6076) | brodie coulson (kirwan circuit, monto, 6076)"
543,6,"demie madigan (fawkner street, bunyip, 6076) | demie madigan (fawkne street, bunyip, 6007) | demie madigan (fawkner ktreet, buny ip, 6076) | demie madigan (fawkner street, bunyip, 6076) | amalia madigan (fawkner street, bunyip, 6076) | demie madigan (fawkner street, bunyip, 6096)"
544,4,"jessj nan (baldwin drive, mansfield, 2500) | jesse tenant (baldwin drive, mansfield, 2500) | jesse tenant (baldwin drive, mansiield, 2500) | jesse rocca (baldwin drive, mansfield, 2500)"
545,2,"casey pacey (officer crescent, carlingford, 6105) | nan pacey (officer crescent, carlingford, 6105)"
546,3,"george ferrar (ballumbir street, highgate, 4558) | george ferrar (ballumbir sxtreet, highgate, 4558) | george ferrar (ballumbir street, highgtae, 4558)"
547,2,"mitchell waller (brewster place, toowoomba, 4740) | mitchekl waller (brewster place, toowoomba, 4740)"
548,4,"hollby webb (vansittart crescent, coomallo, 3047) | holly nan (vansittart crescent, coomallo, 3047) | holly webb (vansittart crescent, coomalo, 3047) | holly webb (vansittart crescent, coomallo, 3047)"
549,1,"connor bishop (mackinnon street, aspley, 6052)"
550,1,"benedict white (summervillecrescent, avondale heights, 4560)"
551,2,"angus roas (gormansto crescent, kiruwah, 3350) | angus rosa (gormanston crescent, kirwan, 3350)"
552,4,"tenille swiggs (verbrugghen street, artarmon, 7300) | tenille swiggs (verbruggh en street, artarmon, 7300) | tenille swiggs (verbrugghen street, artarmon, 7300) | tenille swiggs (verbrugghe nstreet, artarmon, 7300)"
553,1,"diaond dooldy (ashburton icrcuit, ryde, 6025)"
554,1,"josephine green (merv waite street, condell park, 2750)"
555,2,"maroc malezka (winrae, exeter, 2251) | marvo maleszka (winrae, exeter, 2251)"
556,3,"nan haack (castleton crescent, possum creek, 3123) | eliza haack (castleton crescent, possum creek, 3123) | eliza haack (castleton crescent, nan, 3123)"
557,3,"emiily gamlin (canning street, mosman, 7262) | noah gamlin (canning street, mosman, 7262) | noah gamlin (canning street, mosman, 7262)"
558,1,"joshua harbottle (uralgur ral, belmont, 5098)"
559,4,"alex kranz (ogden close, kirribilli, 5290) | kranz alex (ogden close, kirribilli, 5209) | alex kranz (ogden close, kirribilli, 5290) | aelx kranz (ogden cltose, kirribilli, 5290)"
560,3,"sean shepherd (beazley crescent, broadford, 4067) | shepherd sea (beazleykcrescent, broadford, 4076) | jesscia shehperd (beazley crescent, broadford, 4067)"
561,3,"bianca wyllie (folingsbystreet, woodcroft, 3196) | bianca wyllie (folingsby street, woodcroft, 3196) | bianca wyllie (folingsby street, woodcroft, 3196)"
562,1,"nathan smallacombe (guthridge crescent, sandy bay, 6056)"
563,6,"tabktha mcgirr (longerenong street, barmera, 4218) | tabitha mcgrr (longerenon g street, barmera, 4218) | tabitha mcgirr (longerenong street, barmera, 4218) | mcgirr tabitha (longerenong street, barmera, 4218) | tabitha mcgirr (longerenong street, barm era, 4218) | tabhta mcgirr (longerenong street, barmefa, 4218)"
564,3,"karli millar (bonney street, preston, 4814) | karli mlilar (bonney street, preston, 4814) | karli millar (bonney street, preston, 4814)"
565,1,"samuel rosa (parsons street, mittagong, 2551)"
566,1,"connor moody (ballumbir street, wallsend, 3243)"
567,4,"willian carrsill (costello circuit, darlington, 2830) | ella carraill (costello circuit, darlington, 2830) | carraill ella (costello circuit, darlington, 2830) | cararill ella (costello circuit, darlington, 2830)"
568,4,"elizabeth stephenson (hallen close, kununurra, 4127) | elizabeth stephenson (hallen close, kununurra, 4147) | elizabeth stephenson (hallen close, kununufra, 4127) | elizabeth stephenson (hallen close, kununurra, 4127)"
569,2,"edward daloia (geeves court, frankston, 2146) | isabella daloia (geeves court, frankston, 2146)"
570,2,"william furness (dexter street, westmeadows, 4568) | william furness (dexter street, westmedows, 4568)"
571,1,"clain entr esz (ringrosecrescent, cairns, 6033)"
572,3,"daniel jardnie (lanley square, normanton, 2580) | daniel jardine (lanley square, normanton, 2580) | daniel jardne (lanley tuare, normanon, 2580)"
573,3,"solomon abourjeili (ellerston avenue, attwood, 3044) | solomon abourjeili (ellerston avenue, attwood, 3044) | tara abourjeili (ellerston avenue, attwood, 3044)"
574,2,"sam webb (bacchus circuit, dianella, 3724) | sam webb (bacchus circuit, dianella, 3724)"
575,2,"sam stephenson (geeves court, logan reserve, 4160) | sam stephenson (geeves curt, logan reserve, 4160)"
576,2,"graec masonx (henty street, port macquarie, 2370) | grace mason (henty street, port macquarie, 2370)"
577,1,"nathan coffey (chipperfield circuit, jan juc, 4152)"
578,3,"emmet george (curtin shoping centre, newington, 4860) | emmet geor ge (curtin shoping centre, newington, 4860) | emmet george (curtin shopping centre, newington, 4860)"
579,1,"melinda walch (rene street, toowong, 2549)"
580,4,"robin morrison (markham street, broadmeadows, 6169) | robin morrisn (markham street, broadmeadops, 6169) | morrion robin (markham street, broadmeadows, 6168) | robin morrison (markham street, broadmeadows, 6169)"
581,1,"jasmine sach (goble street, gawler qest, 2031)"
582,2,"kira blowexs (goyder street, davistown, 2166) | kira blowes (goyder street, davistown, 2166)"
583,1,"blake thiessen (kilburn close, surfers paradise, 2576)"
584,2,"shana kowald (dookie street, port mdcquarie, 2586) | shana kowald (dookie street, port macquarie, 2586)"
585,3,"kira terend (barada crescent, dulwich hill, 2529) | kira tereund (baradacrescent, dulwich cill, 2529) | kiar terend (barada crescent, dulwich hill, 2526)"
586,1,"felicity pulford (federalhighway, charlestown, 4125)"
587,1,"marco maleszka (genoa vstreet, yangebup, 2251)"
588,1,"lauren crwea (sit 9, athol park, 3081)"
589,1,"blade crossman (rocklands street, highton, 3996)"
590,1,"jack mcgurk (marrawah rtreet, pullenvale, 3462)"
591,4,"brooke wylie (rumker place, woodrcoft, 4655) | brooke wyllie (rumker place, woodcroft, 4655) | wylile brooke (rumker place, woodcoft, 4655) | brooke wyl lie (rumker place, woodcroft, 4655)"
592,1,"sidonie ebert (garrattjstreet, aspley, 2024)"
593,2,"kathledn povez (ashburner street, revesby, 2902) | kathleen povey (ashburner street, revesby, 2902)"
594,2,"ryan matthews (leist stfreet, torquay, 3549) | ryan matthews (leist street, torquay, 3549)"
595,2,"hannah carbone (officer crescent, blackmans bay, 2227) | hanah carbone (officer crescent, blackmans bay, 2227)"
596,1,"leslie emiily (tamar arcade, athelnstone, 4380)"
597,1,"samuel shepherd (nichols street, moranbah, 2659)"
598,2,"james ryan (alston street, lake acthie, 4461) | james ryan (alston street, lake cathie, 4461)"
599,5,"helena ebert (garratt street, aspley, 2024) | helena ebert (garratt sxreet, aspley, 2024) | helena ebert (garratt street, aspley, 2024) | helen ebert (garratt street, aspley, 2024) | helena ebert (garratt fstreet, asplye, 2020)"
600,2,"zachary hudd (spofforthstreet, kogarah, 2016) | zachary hudd (spofforth street, kogarah, 2016)"
601,1,"jacob tromp (jansz crescent, palmerston, 2528)"
602,2,"max morrison (yanda street, moonta, 2024) | morrison max (yanda street, moonta, 2024)"
603,1,"dansiel jardine (lanle y square, bargdra, 2580)"
604,2,"benjamin etherington (westbury circuit, apple tree creek, 5045) | benjamin etherington (westbury circuit, apple tree creek, 5045)"
605,5,"amelia struck (winser crescent, coffs harbour, 2250) | amelia mcclelland (winser crescent, coffs harbour, 2250) | amelia struck (winser crescent, coffs harbour, 2250) | amelis sturck (winser c rescent, coffs harbour, 2255) | amelia strck (winser crescent, coffs harbour, 2250)"
606,4,"lachlan butr (follett street, corowa, 4605) | lachlan butt (follettkstreet, corowa, 4060) | lachlan butt (follett street, corowa, 4065) | lachlian burt (follett street, corowa, 4065)"
607,1,"jamie maynard (sexton street, yangebup, 3025)"
608,2,"wil vincent (slessor crescent, mount isa, 2067) | wli vincent (slessor crescent, mount isa, 2076)"
609,3,"thomas simmonds (lyall cerscent, berrimah, 3163) | thomas simmonds (lyall crescent, berrimah, 3163) | thomas simmoncs (lyall crescent, berrimah, 3163)"
610,4,"olivia artis (marcus clarke street, mill park, 3173) | olivia artis (marcus clarke street, mill park, 3173) | olivia artis (marcus clarke street, mill park, 3173) | olivia artis (marcus clatke street, mill park, 3173)"
611,1,"william dowley (terewahcircuit, poolaijelo, 4108)"
612,4,"briony dunstone (badham street, macquarie fields, 3190) | briony dunst ohe (badham street, macquarie fields, 3190) | briony dunstone (badham stfeet, macquarie fields, 3190) | briony dunstone (badham street, macquarid fields, 3910)"
613,2,"joshua morrison (santalun street, kyabram, 5044) | joshua morrison (santalum street, kyabram, 5044)"
614,1,"joe passmore (sullivan crescent, mullewa, 2502)"
615,3,"zoed gajda (eddisonplace, concrod, 6058) | zoe gajda (eddison place, concord, 6058) | zoe gajda (eddison place, concord, 6058)"
616,4,"rosie quilliam (mcculloch street, hurstbridge, 5107) | yasmin quilliam (mcculloch street, hurstbridge, 5107) | yasmin quilliam (mcculloch street, hurstbridge, 5107) | yasmin quilliam (mccullochy street, hurstbridge, 5107)"
617,2,"jayden glass (nan, frankston, 6210) | jayden glass (warrego circuit, frankston, 6210)"
618,2,"oliver salt (mcmillanprescent, coffs harbour, 7310) | oliver sal t (mcmillan c rescent, coffs harbour, 7301)"
619,1,"barnayb reid (lakes retkremeent estate, kempsey, 5162)"
620,3,"stephanie white (tambo street, eight mile plains, 3751) | stephanie white (tambo street, eight mile plains, 3711) | stephanie whitae (tambo street, eight mile plains, 3751)"
621,2,"joshua green (hawkesbury crescent, penols, 6020) | joshua green (hawkesbury crescent, penola, 6020)"
622,1,"white christian (boolee setreet, nan, 4352)"
623,1,"jack bridgland (callistercrescent, lindfield, 5073)"
624,2,"dante campbell (scantlebury crescent, rochester, 3011) | dante campbell (scantlebury crescent, rochesetr, 3011)"
625,1,"aidan belperio (charlton crescent, st clair, 4508)"
626,2,"hilton talia (rosellastreet, camperdown, 3752) | talia hilton (rosella street, camperdown, 3752)"
627,1,"isabella browne (fincham cerscent, thebarton, 2642)"
628,4,"annabelle weerta (firbank close, riverhills, 2025) | annabdlle weetra (firbank close, riverhills, 2025) | annabelle weetra (firbank close, riverhills, 2025) | annabelle weetra (firbank close, riverhills, 2025)"
629,2,"casey dent (lubuma place, st ives, 5171) | casey dent (lubuma place, st ives, 5171)"
630,1,"lachlan everett (owen dixon drive, yarrawonga, 5290)"
631,4,"samuel voivodich (manton place, buddina, 4218) | samuel voivodich (manton place, budtdina, 4218) | samule voivodich (manton p lace, buddan, 4218) | samuel voivodich (manton place, buddina, 4218)"
632,1,"chloe arneik (nelson place, belmont, 4883)"
633,1,"paris rudd (la perouse street, mirboo north, 2452)"
634,1,"jordan white (yerra court, leichhardt, 2155)"
635,3,"benjamin wbeb (giliruk drescent, balwyn north, 3622) | benjamin web (giliruk crescent, balwyn north, 3622) | benjamin webb (giliruk crescent, balwyn north, 3622)"
636,3,"jaiden rollins (rossarden street, balwyn north, 2224) | jaiden rollins (rossarden street, balwyn north, 2224) | jaiden rolilns (swinden street, balwyn north, 2224)"
637,2,"thomas milburn (sheehy street, kilcoy, 6153) | thom as milburn (sheehy street, kilcoy, 6153)"
638,1,"jordan vaile (postle circuit, mansfield, 4152)"
639,3,"emiily richmond (kalgoorlie crescent, lilydale, 3031) | emiily richjond (kalgoorlie crescent, lilydale, 3031) | richmond emiily (nan, lilydale, 3031)"
640,3,"emiily croker (castletonc rescent, como, 4214) | emiily croker (castleton crescent, como, 4214) | emiiluy crokder (castleton rcescent, como, 4214)"
641,3,"aalijah huddy (currong street, wellingtn point, 2232) | aaliyah huddy (currong street, wellington point, 2232) | aaliyah huddy (currong street, wellington point, 2232)"
642,1,"patrick dargaville (rosdeale, st lucia, 3364)"
643,1,"emmerson lock (gordal e, thursday island, 3147)"
644,1,"oliver pennell (hardman street, cranbourne, 2830)"
645,5,"novak benjamni (port jackson circuit, dapot, 6163) | benjamin novak (port jackson circuit, dapto, 6163) | benjanmin novk (port jackson circuit, dapto, 6163) | benjamin novak (port jackson circuit, dapto, 6163) | benjamin novak (port jackson circuit, dapto, 6163)"
646,3,"oliver salt (mcmillan crescent, coffs harbour, 7310) | oliver salt (mcmillan crescent, coffs harbour, 7301) | olivee sal (mcmillan erscent, coffs harbour, 7310)"
647,1,"christopher coleman (fisk street, north ryde, 2710)"
648,1,"joe hammer (amble side garden, burnett heads, 2200)"
649,3,"callum camens (latchford street, cloverdale, 2481) | callum camens (latchford street, cloverdale, 2481) | callum camens (latchford street, cloverdale, 2481)"
650,2,"phoebe berryman (badimara street, toronto, 3146) | berryman phoebe (badimaraqstreet, toronto, 3146)"
651,1,"chloe crossman (shenton crescent, south melbourne, 2324)"
652,1,"carly hage (tasmania circle, queenscliff, 2121)"
653,2,"william tettmar (horrocks street, baskerville, 3781) | william bartel (horrocks street, baskerville, 3781)"
654,1,"thomas pegg (bath place, irwin, 3931)"
655,1,"matthew humphreys (adamson crescent, mannum, 3942)"
656,4,"callu jankus (mcgivern cfescent, sylavnia, 3187) | callum jankus (mcgivern crescent, sylvania, 3187) | jankus callum (mcgivern crescent, sylvania, 3187) | callum januks (mcgivern crescent, sylvania, 3178)"
657,1,"natasha rizzo (aspinall street, stanhope gardens, 2770)"
658,1,"jack morcom (schomburgk street, villawood, 3018)"
659,4,"samuel coleman (backhouse street, quorn, 3147) | samuel colemqan (backhouse street, quorn, 3147) | samuel coleman (backhouve street, quorn, 3147) | samuel coleman (backhouse street, quorn, 3147)"
660,1,"connor kang (castles place, dunsborough, 3228)"
661,1,"briony koerbin (violet grover place, mill park, 2446)"
662,2,"georgia ryan (cullen street, emu plains, 4068) | georgia nguyen (cullen street, emu plains, 4068)"
663,1,"jordan fostiak (dutton street, lower templestowe, 2298)"
664,1,"joshua shepherdson (tenison-woods circuit, glen innes, 5211)"
665,1,"jesse bloomfield (allambee street, mitcham, 5290)"
666,1,"thomas reid (booroondara street, pampas, 2086)"
667,2,"ameila blake (halfrey circuit, shoalhaven heads, 6162) | amelia blake (halfrey circuit, shoalhaven heads, 6162)"
668,5,"aidan horsley (rosenthal street, irvingdale, 3082) | aidan horsley (rosenthal street, irvingdale, 3082) | aidan horsley (rosenthal street, irvingdale, 3082) | aidsn horsley (rosenthal street, irvingdale, 3082) | aidan horsey (rosenthal street, irvingdale, 3082)"
669,1,"tabitha boschma (osborne place, taren point, 3205)"
670,1,"jack kubenk (dryandra street, mclaren vale, 2106)"
671,1,"graec szocinski (neeld alce, wyoming, 3501)"
672,2,"jasmne hodgeens (burttcrescent, maryborough, 6006) | jasmine hodgens (burtt crescent, maryborough, 6006)"
673,2,"nan rundle (beaumont c lose, coonabavrabran, 4020) | nan rundle (beaumon tclose, coonabarabran, 4024)"
674,1,"mason zachary (nan, camira, 2120)"
675,1,"max burman (minter place, nunawading, 7011)"
676,3,"judah jeffries (condamin e street, canterbury, 2162) | judag jeffries (condamine street, canterbury, 2165) | judah jeffries (condamine street, canterbury, 2162)"
677,1,"nan stubbs (jardine street, greenacre, 3198)"
678,5,"emiily bullock (ivo whitton circuit, blackburn north, 3906) | emiily bullock (ivo whitto n circuit, blackburn north, 3746) | emiily bullock (ivo whitton circuit, blackburnnorth, 3764) | emiily bullock (ivo whitton circuit, blackburn north, 3746) | emiily bullock (ivo whitton circuit, blackburh north, 3746)"
679,4,"lachlan hyland (colebatch place, new lambton heights, 4305) | lachlan hyland (colebatchplace, new lambton heights, 4305) | lachlan hyland (colebatch place, new lambton heights, 4305) | lachlan hyland (colebatch place, new lambton heights, 4350)"
680,3,"ethan pringle (o'connell street, urana, 5108) | ethan pringle (o'connell street, urana, 5108) | ethan pringle (o'connell street, urana, 5108)"
